,time,name,country,place,marathon,day,month,year,gender
9,2:22:08,Eunice Jepkirui KIRWA,BRN,1,Nagoya,8,MAR,2015,F
10,2:22:09,Tetiana SHMYRKO,UKR,1,Osaka,25,JAN,2015,F
11,2:22:48,Sairi MAEDA,JPN,2,Nagoya,8,MAR,2015,F
12,2:22:51,Tadelech BEKELE,ETH,7,Dubai,23,JAN,2015,F
13,2:23:06,Aliaksandra DULIBA,BLR,8,Dubai,23,JAN,2015,F
14,2:23:12,Gulume Tollesa CHALA,ETH,1,Frankfurt,25,OCT,2015,F
15,2:23:12,Dinknesh MEKASH,ETH,2,Frankfurt,25,OCT,2015,F
16,2:23:15,Birhane DIBABA,ETH,1,Tokyo,22,FEB,2015,F
17,2:23:22,Tigist TUFA,ETH,1,London,26,APR,2015,F
18,2:23:23,Yebrqual MELESE,ETH,1,Houston,18,JAN,2015,F
19,2:23:26,Meseret MENGISTU,ETH,1,Paris,12,APR,2015,F
20,2:23:30,Amane GOBENA,ETH,2,Paris,12,APR,2015,F
21,2:23:32,Guteni SHONE,ETH,2,Houston,18,JAN,2015,F
22,2:23:33,Abebech AFEWORK,ETH,9,Dubai,23,JAN,2015,F
23,2:23:33,Florence KIPLAGAT,KEN,1,Chicago,11,OCT,2015,F
24,2:23:37,Shure DEMISE,ETH,1,Toronto,18,OCT,2015,F
25,2:23:40,Mary KEITANY,KEN,2,London,26,APR,2015,F
26,2:23:41,Tirfi TSEGAYE,ETH,3,London,26,APR,2015,F
27,2:23:43,Ashete BEKELE,ETH,10,Dubai,23,JAN,2015,F
28,2:23:43,Yebrgual MELESE,ETH,2,Chicago,11,OCT,2015,F
29,2:23:49,Yebrgual MELESE,ETH,1,Prague,3,MAY,2015,F
30,2:23:51,Biruktayit ESHETU,ETH,3,Houston,18,JAN,2015,F
31,2:23:52,Koren YAL,ETH,3,Frankfurt,25,OCT,2015,F
32,2:23:53,Aselefech MERGIA,ETH,4,London,26,APR,2015,F
33,2:24:03,Helah KIPROP,KEN,2,Tokyo,22,FEB,2015,F
34,2:24:07,Jelena PROKOPCUKA,LAT,2,Osaka,25,JAN,2015,F
35,2:24:11,Joyce CHEPKIRUI,KEN,1,Amsterdam,18,OCT,2015,F
36,2:24:15,Florence KIPLAGAT,KEN,5,London,26,APR,2015,F
37,2:24:16,Sharon CHEROP,KEN,2,Toronto,18,OCT,2015,F
38,2:24:16,Fatuma SADO,ETH,2,Toronto,18,OCT,2015,F
39,2:24:23,Jemima SUMGONG,KEN,6,London,26,APR,2015,F
40,2:24:24,Birhane DIBABA,ETH,3,Chicago,11,OCT,2015,F
41,2:24:25,Kayoko FUKUSHI,JPN,4,Chicago,11,OCT,2015,F
42,2:24:25,Mary KEITANY,KEN,1,New York,1,NOV,2015,F
43,2:24:26,Tiki GELANA,ETH,3,Tokyo,22,FEB,2015,F
44,2:24:29,Betelhem MOGES,ETH,11,Dubai,23,JAN,2015,F
45,2:24:33,Meserest HAILU,ETH,3,Berlin,27,SEP,2015,F
46,2:24:38,Flomena CHEYCH,KEN,2,Amsterdam,18,OCT,2015,F
